Composer, Score, Distribution
Haydn,Baryton Trios Hob11-13 ii D major.mid,"[2.25, 34.29166666667, 71.0, 3.25, 44.95833333300001, 0, 43.70833333300001, 18.416666666629997, 12.25, 79.5, 0, 25.708333333299997]"
Haydn,Nelson Mass Hob22-11 12 Dona nobis pacem D major.mid,"[15.875, 136.75, 350.375, 7.0, 199.125, 4.875, 193.875, 125.75, 42.375, 293.0, 15.625, 167.5]"
Haydn,Baryton Trios Hob11-9 iii A major.mid,"[0, 101.16666666723, 51.58333333399999, 7.5, 120.08333333419998, 0, 46.333333333999974, 6.0, 54.66666666739997, 140.33333333323003, 6.0, 47.33333333399999]"
Haydn,Nelson Mass Hob22-11 7 Et resurrexit D major.mid,"[92.625, 129.91666666700002, 410.791666667, 18.125, 239.91666666700002, 99.125, 211.66666666700002, 220.375, 30.375, 460.416666668, 90.25, 137.66666666700002]"
Haydn,Cello Concerto Hob7b-1 (Arrangement) iii C major.mid,"[674.7916666658, 26.5, 335.04166666659995, 53.0, 383.33333333300004, 264.0416666660001, 62.5, 628.7500000005999, 31.5, 249.37499999960005, 64.75, 239.83333333300004]"
Haydn,Minuet No6 Hob9-8 E major.mid,"[0, 4.0, 0, 15.000000000000007, 58.6666666668, 0, 32.00000000019999, 0, 47.333333333799985, 18.666666666799976, 0, 53.33333333399996]"
Haydn,Baryton Trios Hob11-5 ii D major.mid,"[0, 7.5, 42.75, 0, 14.5, 0, 27.0, 16.0, 0, 38.0, 0, 2.0]"
Haydn,Piano Sonata Hob16-13 ii E major.mid,"[30.0, 74.0, 21.0, 81.0, 245.5, 0, 121.0, 76.5, 108.0, 167.0, 4.0, 225.0]"
Haydn,Baryton Trios Hob11-11 ii A major.mid,"[44.0, 93.0, 100.75, 21.5, 132.75, 19.0, 43.5, 27.0, 67.0, 237.0, 0.75, 57.5]"
Haydn,Nelson Mass Hob22-11 2 Gloria D major.mid,"[35.875, 156.75, 362.4583333333, 36.5, 286.375, 40.375, 210.25, 215.0, 47.375, 436.0, 51.25, 182.75]"
Haydn,Baryton Trios Hob11-10 ii A major.mid,"[0, 86.0, 59.5, 16.0, 103.25, 0, 54.0, 3.0, 65.0, 106.5, 1.5, 77.0]"
Haydn,London Trio For Two Flutes and Cello Hob4-1 iii C major.mid,"[78.24999999893002, 1.0, 68.20833333263, 14.75, 41.74999999783004, 40.29166666523002, 9.249999999300027, 74.33333333156003, 12.125, 29.41666666560004, 6.625, 42.87499999893002]"
Haydn,Gypsy Rondo from Trio Hob15-25 iii (Arrangement) G major.mid,"[128.25, 11.25, 266.25, 21.833333332000052, 32.25, 20.5, 101.125, 262.0, 5.25, 114.75, 86.25, 95.0]"
Haydn,London Trio For Two Flutes and Cello Hob4-1 ii G major.mid,"[23.75, 7.5, 62.375, 9.75, 33.25, 1.0, 39.5, 81.125, 1.25, 57.5, 0.5, 49.0]"
Haydn,Baryton Trios Hob11-8 i A major.mid,"[0, 120.91666666999987, 83.0833333359999, 13.250000001999922, 231.00000000199992, 0, 85.25000000599977, 2.666666666000026, 64.16666666999987, 157.75, 19.333333333999974, 95.08333333000013]"
Haydn,Baryton Trios Hob11-5 iv A major.mid,"[0, 109.5, 81.75, 3.0, 139.4166666640001, 0, 39.66666667199979, 35.666666664000104, 30.5, 158.0, 9.0, 32.5]"
Haydn,Baryton Trios Hob11-7 i A major.mid,"[5.5, 101.49999999739998, 74.49999999600004, 10.0, 141.24999999860006, 2.0, 48.5833333334, 7.5, 52.1666666626001, 168.08333333, 0, 58.1666666634001]"
Haydn,Nelson Mass Hob22-11 9 Benedictus D minor.mid,"[96.08333333160007, 63.79166666630002, 230.6666666649001, 10.625, 108.91666666700002, 159.24999999710013, 17.166666667000015, 113.1249999999001, 6.5, 250.33333333273004, 116.70833333260003, 3.5]"
Haydn,Duet for Violin and Cello Hob6-D1 iii D major.mid,"[2.75, 57.91666666640005, 104.91666666837992, 2.75, 55.66666666507004, 1.5, 65.29166666299015, 29.958333333000013, 16.833333333000013, 110.08333333029009, 5.791666666999987, 47.45833333229002]"
Haydn,Baryton Trios Hob11-11 iii D major.mid,"[4.0, 103.0, 188.0, 0, 118.0, 0, 109.0, 69.0, 33.0, 200.0, 0, 83.0]"
Haydn,Baryton Trios Hob11-8 ii A major.mid,"[30.5, 77.4999999993, 58.74999999889998, 25.0, 178.50000000220004, 5.0, 74.74999999819998, 10.0, 85.0000000014, 176.9999999986, 4.0, 90.0000000014]"
Haydn,Baryton Trios Hob11-9 i A major.mid,"[1.5, 63.25, 41.41666666660001, 19.5, 107.83333333339999, 1.5, 54.08333333339999, 13.75, 54.08333333339999, 113.75, 1.75, 91.25]"
Haydn,Nelson Mass Hob22-11 5 Credo D major.mid,"[1.75, 227.625, 291.0, 41.25, 331.5, 7.0, 270.875, 284.75, 29.125, 359.625, 24.25, 257.0]"
Haydn,London Trio No4 Hob4-9 ii G major.mid,"[52.375, 7.0, 87.875, 4.75, 17.75, 7.375, 27.0, 96.375, 0, 62.5, 0, 64.25]"
Haydn,Piano Concerto Hob14-4 i C major.mid,"[171.7083333236601, 4.125, 136.79166665653003, 15.041666666999987, 86.12499999559995, 42.24999999665996, 29.166666668199916, 237.79166665166, 6.791666666300017, 41.91666666580002, 3.999999999700009, 81.33333332783012]"
Haydn,Baryton Trios Hob11-13 i A major.mid,"[0, 75.75, 47.0, 6.5, 107.25, 0, 35.25, 0, 51.0, 134.75, 0, 61.25]"
Haydn,Baryton Trios Hob11-8 iii A major.mid,"[0, 100.25, 31.0, 16.0, 94.75, 0, 35.75, 4.0, 46.5, 164.25, 0, 49.0]"
Haydn,Nelson Mass Hob22-11 10 Hosanna D major.mid,"[11.75, 24.75, 128.25, 0, 30.5, 4.25, 51.375, 43.375, 6.0, 80.125, 8.375, 26.5]"
Haydn,Minuet in C minor.mid,"[134.08333332310028, 2.666666666000026, 68.33333333189998, 100.08333332950008, 2.5, 99.4999999986, 7.5, 132.16666666090006, 51.000000001199965, 7.0, 27.83333333329996, 38.16666666530004]"
Haydn,Baryton Trios Hob11-5 iii A major.mid,"[0, 105.33333333485984, 45.66666666674005, 10.666666665200054, 142.33333333802995, 0, 41.333333330000045, 0, 66.6666666646, 160.50000000203002, 0, 92.99999999854008]"
Haydn,Piano Sonata No59 Hob16-49 iii Eb major.mid,"[93.58333333059996, 22.49999999800002, 95.45833333232991, 258.7916666754004, 5.083333337400006, 135.20833334994077, 35.33333334700063, 129.08333334600042, 180.58333332692976, 21.625, 182.24999999119936, 37.75000000400024]"
Haydn,Piano Sonata No46 Hob16-31 iii E major.mid,"[9.75, 32.791666666000026, 3.25, 49.99999999900004, 98.916666666, 0, 37.99999999900001, 15.833333331999995, 63.99999999930003, 41.49999999900001, 12.166666666300017, 93.74999999800005]"
Haydn,Piano Sonata No53 Hob16-34 ii G major.mid,"[29.5416666667, 10.625, 54.54166666663001, 15.333333333299997, 29.91666666660001, 0.125, 38.416666666599994, 50.24999999986001, 4.75, 42.8333333333, 3.5833333333000006, 61.249999999930004]"
Haydn,String Quartet Op1 No1 i Bb major.mid,"[112.25, 9.0, 101.0, 54.75, 28.25, 210.25, 4.0, 71.91666666629999, 4.0, 82.416666666, 185.5, 3.0]"
Haydn,Piano Trio No45 Hob15-29 iii Eb major.mid,"[410.7083333339999, 124.5, 425.75, 726.75, 84.25, 665.7499999980001, 83.0, 477.875, 326.75, 182.875, 940.875, 64.25]"
Haydn,Piano Sonata No59 Hob16-49 i Eb major.mid,"[238.79166665820003, 41.249999998999954, 186.04166666290004, 287.9999999965999, 42.83333333199994, 311.87499998889996, 28.04166666599997, 215.41666666360004, 202.99999999600004, 71.33333333149994, 298.04166666260016, 49.583333332999985]"
Haydn,Piano Sonata No42 Hob16-27 iii G major.mid,"[97.20833332439989, 16.958333331200052, 141.83333332559994, 10.83333333160001, 41.33333332720001, 5.166666668000062, 61.12499999499991, 160.62499999380003, 7.833333332999985, 93.12499998999996, 7.666666665999969, 102.41666665836988]"
Haydn,Piano Sonata No61 Hob16-51 ii D major.mid,"[6.0, 199.25, 236.666666667, 13.0, 179.5, 30.5, 186.5, 209.25, 33.0, 315.0, 40.5, 157.5]"
Haydn,Piano Sonata No47 Hob16-32 iii B minor.mid,"[10.499999998999954, 114.5833333129998, 169.08333332099966, 11.24999999859999, 128.49999999362961, 19.41666666450004, 189.9999999757998, 115.83333331833006, 23.666666660899836, 94.33333331139993, 43.66666666459996, 164.58333331979978]"
Haydn,Piano Sonata No50 Hob16-37 ii D minor.mid,"[15.541666666700003, 15.875, 50.1666666667, 4.75, 21.708333333400006, 49.5, 5.25, 37.4166666667, 0.75, 70.0, 31.458333333400006, 1.0]"
Haydn,Piano Sonata No56 Hob16-42 i D major.mid,"[46.58333333400006, 98.99999999799996, 241.50000000099988, 29.416666667000015, 134.583333333, 34.41666666599997, 153.5000000016, 138.04166666700007, 13.62499999900001, 225.04166666840015, 46.12499999999997, 50.24999999999994]"
Haydn,Piano Sonata No37 Hob16-22 iii E major.mid,"[32.625, 80.0, 48.41666666599997, 96.4583333326, 167.5, 14.625, 93.125, 47.91666666599997, 88.5, 101.79166666599997, 30.833333332599995, 255.375]"
Haydn,St Joannis de Deo Mass Hob22-7 iv Sanctus Bb major.mid,"[35.87499999950005, 0, 31.62499999923004, 31.458333332860025, 6.833333333299997, 79.62499999953, 1.0, 36.66666666590003, 8.458333333190001, 25.916666666300024, 50.95833333313999, 7.749999999900002]"
Haydn,Piano Sonata No46 Hob16-31 ii E minor.mid,"[50.875, 10.375, 44.25, 23.25, 68.375, 6.75, 59.25, 78.0, 7.5, 49.625, 10.875, 82.125]"
Haydn,Piano Sonata No48 Hob16-35 iii C major.mid,"[190.16666666400005, 4.0, 102.91666666289994, 27.5, 130.54166666590004, 84.16666666593002, 24.58333333600001, 274.29166667000004, 25.75, 53.791666666000054, 17.25, 98.20833333200002]"
Haydn,Piano Sonata No34 Hob16-33 iii D major.mid,"[22.25, 39.25, 119.9166666667, 3.25, 48.0, 41.9166666667, 48.625, 69.875, 3.5, 99.375, 17.5, 17.125]"
Haydn,Piano Sonata No45 Hob16-30 iii A major.mid,"[1.5, 152.54166666799995, 212.08333333499996, 29.875, 252.25000000240004, 2.25, 91.00000000099982, 39.20833333399992, 153.20833333400006, 242.33333333500008, 2.6666666666300003, 146.3333333333999]"
Haydn,St Joannis de Deo Mass Hob22-7 iii Credo Bb major.mid,"[201.00000000223014, 1.0, 180.74999999458706, 119.12499999021982, 39.00000000260007, 252.4166666538395, 30.333333322000414, 184.08333332258044, 25.833333331700032, 124.58333332885027, 206.95833333769923, 24.29166666300013]"
Haydn,Piano Sonata No53 Hob16-34 i E minor.mid,"[105.375, 16.5, 123.625, 39.5, 160.375, 8.5, 108.375, 206.25, 9.5, 130.125, 16.75, 191.25]"
Haydn,Piano Sonata No45 Hob16-30 i A major.mid,"[7.25, 121.0, 70.375, 31.375, 180.75, 17.375, 91.25, 2.25, 139.125, 150.41666666630002, 6.25, 136.25]"
Haydn,Piano Sonata No44 Hob16-29 i F major.mid,"[259.5, 57.16666666799995, 136.58333333399997, 52.833333333999974, 120.25000000249989, 250.33333333603287, 28.75, 176.33333333210004, 29.083333333699983, 240.16666666799995, 126.41666666799995, 37.25]"
Haydn,Piano Sonata No47 Hob16-32 ii B major.mid,"[5.25, 58.70833332200044, 38.833333324000364, 54.375, 60.999999996000156, 23.875, 109.16666666600003, 18.583333332000052, 31.625, 4.416666666000026, 59.874999994000234, 116.41666665800034]"
Haydn,Piano Sonata No43 Hob16-28 i Eb major.mid,"[203.00000000199998, 32.5, 217.24999999969995, 325.750000002, 19.75, 282.75000000199987, 16.916666666300017, 277.9166666640002, 196.66666666799995, 65.41666666599998, 391.25000000000006, 25.916666667999948]"
Haydn,Piano Sonata No50 Hob16-37 iii D major.mid,"[26.166666664599965, 58.83333332262987, 207.66666665193006, 7.5, 80.33333331992975, 42.166666666000026, 94.5833333208299, 114.58333332582983, 12.0, 234.4166666574301, 23.375, 67.5833333284]"
Haydn,Piano Sonata No62 Hob16-52 iii Eb major.mid,"[150.5833333177004, 36.54166666199998, 114.2083333309, 274.6249999708006, 29.749999998999954, 238.49999998949994, 20.749999998999954, 147.08333332262978, 186.3749999818005, 51.45833333300001, 226.0833333168901, 34.99999999729994]"
Haydn,String Quartet Op1 No1 iii Eb major.mid,"[43.49999999999999, 5.25, 36.62499999999999, 125.25, 1.5, 46.20833333330001, 0.75, 50.58333333300001, 43.58333333300003, 8.625, 115.45833333300003, 0.5]"
Haydn,Sonata for Flute and Piano iii G major.mid,"[135.25, 77.125, 329.375, 44.5, 212.625, 25.625, 165.25, 244.875, 34.25, 223.5, 24.75, 220.75]"
Haydn,Piano Sonata No47 Hob16-32 i B minor.mid,"[13.666666666000026, 55.124999994029984, 157.99999999452996, 13.166666665000065, 77.49999999872996, 9.79166666599997, 159.87499999055996, 71.2916666590301, 20.04166666599997, 61.20833332790011, 30.166666663529945, 149.16666665945996]"
Haydn,Piano Sonata No45 Hob16-30 ii A major.mid,"[0, 17.208333333400002, 9.2916666667, 6.125, 20.000000000100005, 4.875, 11.70833333337, 1.0, 12.6666666667, 11.0833333333, 3.0, 7.79166666667]"
Haydn,Piano Sonata No49 Hob16-36 ii A major.mid,"[47.7499999976001, 98.87499998669982, 77.29166664628994, 15.666666665999998, 195.58333330925998, 16.499999998600032, 39.12499999339994, 18.249999997200007, 45.374999998599996, 181.8333333199001, 6.666666666600008, 65.62499999579995]"
Haydn,Piano Sonata No44 Hob16-29 ii Bb major.mid,"[46.41666666680001, 2.625, 45.75000000069997, 26.083333334000002, 14.666666667000001, 57.916666668699975, 3.75, 29.416666666669993, 1.9166666666999959, 33.1666666667, 68.04166666699999, 2.0]"
Haydn,Piano Sonata No46 Hob16-31 i E major.mid,"[10.124999998999996, 50.833333334899926, 5.749999999999986, 47.45833332850016, 91.29166666949995, 11.083333334000002, 69.66666666380014, 3.875, 86.70833332980013, 44.33333332950018, 13.2916666665, 105.45833333019998]"
Haydn,Piano Sonata No49 Hob16-36 i C# minor.mid,"[55.3749999880001, 141.08333331493003, 12.083333332999985, 94.83333331950007, 125.66666665090003, 19.0, 111.8333333246998, 19.249999995000024, 181.3333333109002, 128.87499998740014, 24.916666664300095, 75.54166666090018]"
Haydn,Piano Sonata No61 Hob16-51 i D major.mid,"[26.08333332829995, 80.04166667870011, 192.70833333653002, 7.416666669000122, 109.7916666598997, 33.624999997999794, 110.62500001233049, 85.7083333332998, 23.041666667000015, 181.16666667104, 27.083333333000212, 65.33333333660005]"
Haydn,Piano Sonata No44 Hob16-29 iii F major.mid,"[173.50000000800037, 48.91666666599997, 51.791666670000154, 20.16666666599997, 78.49999999799991, 163.87499999399972, 18.08333333400003, 110.70833332999985, 59.625, 105.375, 175.54166667000015, 10.20833333400003]"
Haydn,Piano Sonata No42 Hob16-27 i G major.mid,"[61.04166665619978, 16.208333329100128, 134.99999998442996, 8.583333331999938, 49.79166666199998, 3.958333330999949, 69.54166665429999, 110.87499998639983, 8.04166666499998, 96.12499999149998, 8.124999997999907, 91.08333332589991]"
Haydn,Sonata for Flute and Piano i G major.mid,"[212.3333333280002, 119.4583333255003, 357.74999998390075, 44.999999996999975, 297.2500000186996, 64.0000000001001, 272.625000013, 333.04166665490044, 52.99999999589997, 366.4166666668997, 25.66666666569995, 271.6250000173991]"
Haydn,Piano Sonata No49 Hob16-36 iii C# minor.mid,"[77.0, 198.5, 16.375, 143.375, 101.25, 41.25, 133.625, 29.5, 202.79166666599997, 73.375, 25.25, 46.75]"
Haydn,Piano Sonata No42 Hob16-27 ii G major.mid,"[95.66666667303986, 24.749999999700005, 143.08333333310992, 26.83333333630017, 31.749999998400092, 22.91666666599997, 93.75000001349979, 163.2499999912604, 2.166666666000012, 89.3333333333003, 67.66666666659998, 63.75000000169993]"
Haydn,St Joannis de Deo Mass Hob22-7 i Kyrie Bb major.mid,"[63.08333333292998, 4.833333333299997, 42.999999999867015, 29.45833333315003, 8.9166666665, 85.24999999964001, 0, 30.33333333342999, 2.583333333299997, 29.458333333299986, 92.70833333326397, 3.416666666700003]"
Haydn,Piano Trio No45 Hob15-29 i Eb major.mid,"[137.41666665492977, 36.291666665199934, 150.8749999923999, 259.54166666453, 35.708333332299986, 148.37499999533014, 69.99999999659994, 156.5833333284, 149.99999999860006, 68.74999999429991, 287.7916666641001, 56.125]"
Haydn,Piano Sonata No51 Hob16-38 ii C minor.mid,"[45.45833333270003, 4.25, 36.74999999999999, 65.12499999930003, 1.5, 42.79166666680001, 2.0, 73.00000000030005, 36.166666666800026, 0.5, 34.3333333329, 21.875]"
Haydn,Piano Sonata No41 Hob16-26 ii A major.mid,"[0, 58.91666666706999, 44.33333333360001, 0, 80.58333333437, 0, 12.333333333400002, 0, 38.33333333337002, 89.25000000123698, 0, 39.999999999510024]"
Haydn,Piano Sonata No37 Hob16-22 i E major.mid,"[11.125, 96.74999999760001, 11.166666665999998, 113.49999999692999, 157.7916666645001, 14.375, 113.58333333190004, 18.25, 118.79166666185992, 99.7916666628999, 36.79166666630002, 167.70833333229996]"
Haydn,Piano Sonata No50 Hob16-37 i D major.mid,"[8.666666666000026, 86.87499999279987, 185.3333333143994, 16.99999999589997, 121.91666665205982, 23.91666666599997, 142.3749999787993, 88.66666665029929, 27.7916666628999, 165.16666665369993, 24.791666666000026, 90.49999998999971]"
Haydn,Piano Sonata No54 Hob16-40 i G major.mid,"[183.5, 27.25, 325.666666667, 35.75, 88.75, 33.0, 165.08333333299998, 330.458333333, 11.583333331999967, 218.08333333399992, 45.75, 166.41666666599988]"
Haydn,Piano Trio No41 Hob15-31 i Eb major.mid,"[99.66666666599997, 30.375, 77.83333333480007, 285.7500000010001, 25.125, 119.20833333299998, 22.75, 118.875, 193.20833333500008, 9.5, 210.62500000000003, 26.375]"
Haydn,Sonata for Flute and Piano ii Eb major.mid,"[146.25, 39.125, 94.0, 198.25, 33.5, 159.5, 44.5, 123.375, 114.875, 31.375, 186.25, 18.75]"
Haydn,Piano Sonata No48 Hob16-35 i C major.mid,"[237.87499999619928, 26.62500000799946, 197.41666666729984, 28.00000001199959, 213.54166667969935, 112.16666666369991, 52.33333334299927, 302.7499999814004, 22.41666667199962, 131.5416666678002, 26.00000000599988, 152.29166669139914]"
Haydn,Piano Sonata No51 Hob16-38 i Eb major.mid,"[90.2083333333, 12.125, 84.54166666660001, 121.7083333333, 6.875, 120.16666666660001, 6.125, 97.375, 82.66666666630002, 21.25, 145.8333333328, 13.625]"
Haydn,Piano Sonata No34 Hob16-33 ii D minor.mid,"[23.66666666789994, 22.083333333399995, 40.750000000400036, 5.166666665499996, 28.124999998900034, 43.75000000069997, 6.249999999000011, 37.749999999800046, 4.208333333999974, 53.87499999969998, 41.12499999879999, 0.4166666670000012]"
Haydn,Piano Sonata No62 Hob16-52 i Eb major.mid,"[130.08333333300004, 43.999999999000025, 123.70833332900014, 222.2083333256998, 27.624999999000025, 166.83333332900014, 42.583333331999995, 213.95833332899986, 104.79166666499992, 63.958333332999985, 244.74999999200003, 42.91666666599997]"
Haydn,Piano Sonata No48 Hob16-35 ii F major.mid,"[89.95833333290001, 2.5, 21.416666666300003, 5.5, 34.24999999990001, 69.70833333300001, 2.125, 51.333333333300004, 0.25, 35.24999999900004, 40.66666666660001, 8.5]"
Haydn,Piano Sonata No43 Hob16-28 iii Eb major.mid,"[81.1666666640001, 6.625, 101.08333333200005, 146.625, 2.5, 129.04166666799995, 15.25, 99.58333333200005, 106.5, 27.0, 188.25000000399984, 19.5]"
Haydn,Piano Sonata No37 Hob16-22 ii E minor.mid,"[34.083333334899976, 2.541666667000001, 33.3749999991, 11.45833333409998, 37.20833333589995, 1.708333333699997, 37.37500000096996, 50.50000000080004, 3.291666666699996, 42.08333333642988, 2.0, 48.291666665710046]"
Haydn,Piano Sonata No59 Hob16-49 ii Bb major.mid,"[88.50000000030002, 45.625, 89.37499999997, 115.95833333333003, 18.541666666300014, 197.37500000229994, 41.16666666799992, 51.91666666762998, 32.50000000099996, 65.87499999899995, 205.87499999963003, 4.833333334000002]"
Haydn,Piano Sonata No53 Hob16-34 iii E minor.mid,"[70.5, 17.916666666000012, 27.125, 61.833333332600006, 155.2499999972, 4.5, 112.08333332669994, 99.5, 59.54166666460006, 111.83333333060007, 6.416666666000012, 224.08333332700002]"
Haydn,Piano Sonata No54 Hob16-40 ii G major.mid,"[89.33333333262996, 26.5, 172.4583333334, 29.25, 95.625, 26.0, 77.0, 222.0416666666, 9.5, 77.4166666666, 22.0, 134.66666666663]"
Haydn,St Joannis de Deo Mass Hob22-7 ii Gloria Bb major.mid,"[135.3333333297902, 8.0, 187.91666665502336, 110.58333332943015, 15.374999999300023, 212.04166666459295, 23.166666665000065, 114.20833332960008, 11.25, 96.37500000077004, 226.9999999929806, 20.999999997200106]"
Haydn,Piano Sonata No43 Hob16-28 ii Eb major.mid,"[73.58333333453005, 37.583333332299986, 72.50000000800004, 164.95833332269976, 9.083333332599967, 105.00000000850042, 25.833333332299986, 90.33333334059996, 95.3333333258299, 12.249999999400004, 200.1666666725401, 34.583333332299986]"
Haydn,Piano Sonata No56 Hob16-42 ii D major.mid,"[11.5, 92.0, 170.0, 18.5, 126.5, 2.5, 111.5, 104.0, 33.0, 183.5, 7.0, 90.0]"
Haydn,Piano Sonata No62 Hob16-52 ii E major.mid,"[64.20833332800021, 63.16666666699996, 50.374999996000156, 85.12499999850004, 222.7916666678, 20.333333333000013, 107.79166666490006, 57.0, 71.70833333200005, 139.33333333240012, 19.79166666699996, 172.99999999400023]"
Haydn,String Quartet Op1 No1 ii Bb major.mid,"[88.25000000280002, 8.0, 147.74999999649995, 109.5, 25.25, 224.25, 7.5, 116.24999999859998, 45.0, 34.624999998599975, 310.6250000035001, 0]"
Haydn,St Joannis de Deo Mass Hob22-7 vi Agnus Dei Bb major.mid,"[93.16666666076016, 5.0, 116.33333332903304, 80.99999999666008, 4.5, 115.66666665677025, 19.166666666499992, 91.83333333399997, 7.666666666999987, 52.83333333156004, 148.66666666797695, 20.3333333332]"
Haydn,Piano Trio No45 Hob15-29 ii B major.mid,"[14.125, 24.625, 23.0, 60.0, 39.625, 23.375, 67.25, 32.5, 57.375, 11.625, 56.16666666667, 92.99999999993]"
Haydn,Piano Trio No43 Hob15-27 iii C major.mid,"[352.875, 39.25, 237.79166666599997, 64.375, 225.83333333299998, 144.33333333299998, 142.75, 319.375, 47.708333332999985, 194.95833333299998, 53.5, 198.20833333299998]"
Haydn,String Quartet Op76 No4 i Bb major.mid,"[440.95833333230007, 80.375, 404.125, 283.9166666663, 152.5, 645.8333333320002, 92.5, 256.20833333300004, 106.20833333300004, 346.625, 500.20833333300004, 54.375]"
Haydn,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,"[16.5, 67.0, 284.0, 0, 79.5, 41.5, 96.5, 89.5, 2.0, 213.0, 14.0, 59.0]"
Haydn,String Quartet Op76 No4 (Arrangement) iii Bb major.mid,"[174.33333333299998, 36.5, 285.5, 229.5, 52.5, 477.833333333, 42.0, 200.0, 48.0, 197.5, 531.5, 34.5]"
Haydn,String Quartet Op33 No2 i Eb major.mid,"[117.29166665909997, 21.749999998999954, 102.83333332719998, 208.9166666585299, 12.04166666599997, 178.41666665329976, 18.95833333129994, 147.24999999489992, 100.04166666029974, 39.29166666560002, 255.16666665809987, 21.041666664999966]"
Haydn,String Quartet Op74 No3 iii G minor.mid,"[224.625, 50.25, 418.5, 149.625, 100.25, 191.0, 99.25, 279.625, 39.0, 218.125, 168.0, 140.25]"
Haydn,String Quartet Op64 No6 iii Eb major.mid,"[122.25, 23.25, 100.375, 286.5, 20.0, 130.58333333399997, 0, 171.625, 132.125, 25.0, 226.83333333399997, 18.0]"
Haydn,Symphony Hob1-26 i D minor.mid,"[245.0, 110.25, 480.25, 3.0, 324.25, 358.75, 101.25, 239.0, 29.0, 505.0, 176.5, 49.25]"
Haydn,String Quartet Op64 No5 iii D major.mid,"[53.0, 116.125, 301.5, 24.125, 200.625, 97.375, 136.25, 172.125, 34.625, 263.875, 52.5, 87.125]"
Haydn,String Quartet Op1 No4 v G major.mid,"[127.5, 25.5, 273.0, 14.333333331999938, 88.875, 7.5, 105.5, 329.375, 10.75, 162.5, 6.5, 218.125]"
Haydn,String Quartet Op50 No4 i F# minor.mid,"[40.375, 306.99999999900007, 174.75, 73.16666666600008, 268.666666665, 69.0, 238.333333332, 29.5, 187.375, 279.0, 70.125, 241.25]"
Haydn,String Quartet Op3 No5 ii C major.mid,"[134.5, 4.0, 145.0, 7.75, 97.0, 62.25, 25.5, 251.25, 3.0, 55.0, 1.75, 77.5]"
Haydn,"String Quartet Op76 No3 ""Emperor Variations"" ii G major.mid","[139.875, 30.5, 273.75, 16.0, 115.0, 3.5, 140.25, 290.25, 7.75, 131.50000000100002, 5.0, 177.625]"
Haydn,Symphony Hob1-13 iv D major.mid,"[21.0, 261.25, 588.5, 12.5, 429.0, 24.5, 366.5, 222.25, 104.25, 707.0, 29.0, 235.0]"
Haydn,String Quartet Op50 No4 ii A major.mid,"[54.958333333999974, 109.79166666500006, 117.49999999900004, 33.083333331999995, 216.1249999989998, 46.333333331999995, 54.58333333000007, 26.666666666000026, 103.29166666500001, 190.0000000019998, 16.666666667999948, 139.45833333100003]"
Haydn,Symphony Hob1-13 i D major.mid,"[11.875, 223.875, 485.375, 9.0, 276.9583333337, 25.875, 389.041666667, 164.375, 67.5, 730.75, 23.25, 151.5]"
Haydn,String Quartet Op64 No6 ii Bb major.mid,"[65.16666666699999, 28.25, 71.25, 63.08333333300001, 26.0, 139.04166666630002, 13.125, 70.79166666630002, 18.5, 51.5, 111.875, 14.5]"
Haydn,String Quartet Op2 No2 Hob3-8 (Arrangement) iii G major.mid,"[30.5, 17.125, 97.75, 6.875, 66.0, 1.0, 57.625, 111.5, 3.375, 75.5, 1.25, 75.375]"
Haydn,String Quartet Op2 No2 Hob3-8 (Arrangement) i D major.mid,"[4.5, 87.375, 159.625, 9.5, 156.375, 0.5, 96.625, 59.125, 28.0, 232.375, 4.25, 95.25]"
Haydn,String Quartet Op2 No2 Hob3-8 (Arrangement) v D major.mid,"[8.75, 100.70833333229999, 167.79166666599997, 5.375, 188.91666666800006, 2.5, 93.58333333339995, 95.375, 46.41666666630001, 226.54166666630002, 6.0, 87.45833333540004]"
Haydn,String Quartet Op50 No3 iii Eb major.mid,"[78.99999999760011, 89.49999999860012, 169.1249999966002, 338.6249999928602, 7.75, 256.24999999450034, 96.62499999930006, 178.91666666463004, 243.74999999420035, 49.25, 368.3333333212004, 83.7499999980001]"
Haydn,String Quartet Op1 No6 i C major.mid,"[197.41666666490002, 2.75, 190.99999999579998, 0, 132.91666666429998, 105.16666666126, 35.999999997499984, 306.66666665876, 0, 72.166666666, 2.0, 149.83333332890004]"
Haydn,String Quartet Op1 No6 ii C major.mid,"[248.58333333480002, 4.875, 142.58333332943, 0, 129.45833333834003, 183.37499999622995, 18.125000000400007, 203.3333333358001, 1.5, 94.33333333079997, 31.750000002000036, 51.25000000019995]"
Haydn,String Quartet Op74 No3 iv G minor.mid,"[313.20833333300004, 32.75, 384.375, 187.20833333299998, 54.54166666600008, 213.625, 102.5, 280.41666666599997, 54.0, 184.875, 297.125, 117.5]"
Haydn,String Quartet Op50 No1 ii Eb major.mid,"[65.0833333326, 9.5, 93.9999999960001, 151.99999999800008, 1.1666666670000154, 113.16666666400006, 31.916666666000026, 85.74999999900007, 111.20833333200005, 19.625, 229.49999999700006, 13.5]"
Haydn,String Quartet Op64 No2 (Arrangement) i B minor.mid,"[20.5, 176.875, 303.375, 43.25, 198.75, 55.375, 277.0, 188.125, 29.5, 190.375, 95.5, 218.125]"
